nombre,no_publicaciones,no_seguidores,fecha_ult_pub,tel1,tel2,tel3,bio,link,keyword
templo_del_perfume,189,451,11-Jul-18,3218389845,,,Perfumería AAA garantizada para dama y caballero ventas al por mayor y detal MedellinbrWhatsApp 3218389845,No link,#ropamedellin
latiendadelperfumeoficial,21,"8,172",24-Jan-18,3184899223,,,Venta de perfumes originalesbrMedellín envíos nacionalesbrSuper Precios WhatsApp 318 4899223,No link,#ropamedellin
tugangacol,"2,599","15,236",26-Nov-17,3192553030,,,Perfumes Originales en Colombia reclama bono x 10000 en tu primer compra Solicítalo al WhatsApp 3192553030 brServicio pago contra entrega nacional,iglink.co/tugangacol,#ropamedellin
licotanke,29,759,12-Feb-18,,,3116225437,Whiski  garantizadobrDOMICILIO TODA EL ÁREA METROPOLITANA MEDANTbrAL MEJOR PRECIO brVENTAS PORMAYOR Y DETAL   WHATSAPP,api.whatsapp.com/send?phone=573116225437&amp;text=Hola,#ropamedellin
perfumeriabq,65,694,9-Nov-17,3506612405,,,Domicilio Gratis brEnvios Seguros a nivel NacionalbrVentas al por mayor y detal  Al Mejor brPago contra  en Bquilla br Wathsapp 350 661 2405,No link,#ropamedellin
origperfum,69,39,4-Nov-17,,,,No biography,No link,#ropamedellin
wild.shop1,59,70,3-Nov-17,3234567804,,,Tienda Virtual 3234567804 Solo WhatsApp no llamadas Perfumes importados y Originales Compra y envío seguro Domicilios en Medellín,www.facebook.com/wildshop1,#ropamedellin
lorthelacroux,77,213,4-Apr-18,3204484842,,,Venta de    y perfumes brAquí encuentras todo lo que buscasbrEnvíos a toda Colombia br 3204484842brCuenta aliada  surpriseaccesorios,No link,#ropamedellin
cosmeticosmaicao,"1,121","3,735",13-Dec-17,,,,TIENDA VIRTUALbrMAQUILLAJE AL MAYOR Y AL DETALbrENVÍOS A TODA COLOMBIA brCOMPRAS SEGURASbr5804146087557 brENTREGAS P VALLEDUPAR,No link,#ropamedellin
virtualperfumcol,38,37,10-Oct-17,3507815675,,,COLOMBIAbrWhatsApp 24H 3507815675br Entrega inmediata en MedellínbrDevoluciones sin costóbr OriginalesbrLink de WhatsApp,api.whatsapp.com/send?phone=573507815675,#ropamedellin
lebel_esika_cyzone,4,11,30-Sep-17,,,,No biography,No link,#ropamedellin
inversionesyc,46,81,28-Oct-17,3194410529,3103907335,,Tienda online Productos de la mejor calidad almohadas joyería y Perfumería Servicio a domicilioenvíos a todo el país Wp 3194410529  3103907335,No link,#ropamedellin
arome.co,299,"3,175",10-Jul-18,,,,Enlace Arome makeupbrRealzamos tu belleza y personalidad br Perfumes con feromonasbrRamos de maquillaje brtienda virtualbr,goo.gl/P6oUZU,#ropamedellin
scents_lociones,118,"2,952",29-Mar-18,3112338704,,,Whatsapp 3112338704,No link,#ropamedellin
perfume.original.store,2,14,24-Aug-17,,,,No biography,No link,#ropamedellin
fraganciasnk,214,"1,966",14-Jul-18,3057681779,,,Tienda Virtual   br Perfumes 100 Originales br Envios Gratis a toda Colombia   brWhatsApp 57 3057681779br Bogotá Colombia,No link,#ropamedellin
perfumesfraganza,7,33,8-Jul-17,3561611184,,,Somos tienda física de perfumes splash y cremas perfumadas Estamos en la calle 35 a class hrefexploretags6161a11 local 84brNúmero de contacto 321 797 99 62,No link,#ropamedellin
locionesallegra,167,"4,817",30-May-18,,,3225406084,Especializados en perfumes Originales brDomicilio Medellin  Pago contraentrega envíos a todo Colombia Por mayor ,api.whatsapp.com/send?phone=573225406084&amp;text=Hola%21,#ropamedellin
perfumesmedellingarantizados,82,675,27-Jun-17,3116304443,,,Las marcas más reconocidas100 ORIGINALES en Caja más de 1000 referencias Garantía en compra brEnvíos a todo el paísbrWtsp 3116304443,No link,#ropamedellin
perfumesperfumes_col1,177,"9,257",24-Sep-17,3017747406,,,Tienda virtual de perfumes 100 originales Envíos  a todo el país Whatsapp 3017747406,No link,#ropamedellin
belleza_y_fragancias_col,48,"1,189",31-Jan-18,3002904430,,,Tienda virtual de maquillaje y perfumes 100 originales Envíos  a todo el país Whatsapp 3002904430 Domicilio  sin costo en Medellín,No link,#ropamedellin
omniafragancias,16,70,15-Dec-17,3005197262,,,T I E N D A V I R T U A Lbr Whatsapp 3005197262br Email omniafraganciasgmailcom,No link,#ropamedellin
lartisancolombia,282,204,1-Sep-17,,,,ENVÍOSbrFragancias de inspiración francesa los mejores olores del mundo Productos que realzan tu belleza y cuidan tu cuerpo,No link,#ropamedellin
tienda_dmajo,"2,092","14,740",15-Jul-18,,,3215207546,TIENDA VIRTUAL CON ALMA  a classnotranslate hreftiendadmajotiendadmajoa a class hrefexploretagstiendadmajotiendadmajoa a class hrefexploretagstenistenisa Venta de Tenis  al por mayor y detal  Envíos a toda Colombia  brEscríbenos,api.whatsapp.com/send?phone=573215207546,#ropamedellin
eaudparfum,32,443,20-May-17,,,,OUTLET Supplied by La RivierabrMedellín  Colombia br Envíos GRATISTODO EL PAÍSbrPERFUMES 100 ORIGINALESbrPedidos vía DM,No link,#ropamedellin
grupohinodemedellin,57,104,30-Nov-17,3134075,,,brTrabaje con Nosotrosbr03134075brPara ser un consultor tienes que hacer el registro en este link br,vo.grupohinode.com.co/03134075,#ropamedellin
chictiendaonline,425,"1,899",20-Mar-18,3005000354,,,Variedadproductos para perder peso y mucho más originales brEnvios nacional e internbr  57 3005000354bra classnotranslate hrefchictiendaonlinechictiendaonlinea,www.totallifechanges.com/dayisricardo,#ropamedellin
dulce.madera,192,211,9-May-18,3216372974,,, Dulce y Rustico  br Contacto medellin whatsapp 3216372974 Jessica,No link,#ropamedellin
perfumesventacolombia,13,114,1-Jan-17,,,,TIENDA VIRTUALbrDISTRIBUIDORES de  Perfumes y Fragancias Legales y ReplicasbrVENTAS AL POR MAYORbrDistribución por toda ,No link,#ropamedellin
aleissa_moda,123,197,15-Jul-18,3146622447,,,Perfumería ORIGINAL  garantizada  dama y hombre  WhatsApp 314 6622447 brServicio a domicilio brEnvios a todo el país,No link,#ropamedellin
druiz.importados,45,99,21-Oct-16,3003137356,,,Medellín  ColombiabrCamisetasbrSudaderas deportivasbrLociones importadas brTenis brInfo brWpp  57 3003137356,No link,#ropamedellin
leopardocol,92,838,26-Jul-16,3017178020,,,Perfumes originales Gafas AAA 11 Garantia Vestidos de baño  wsapp 301 717 8020 importadores Hacemos envíos a todo el pais Med C,No link,#ropamedellin
distribellezastore,"1,130","2,393",14-Jul-18,3508019486,,,a classnotranslate hrefDISTRIBELLEZASTOREDISTRIBELLEZASTOREabrPERFUMERIA ORIGINAL brVENTA DETAL  VENTA A DISTRIBUIDOR brWHATSAPP 3508019486brBOGOTÁ  COLOMBIAbrPRECIO PARA MAYORISTA CLICK ABAJO,api.whatsapp.com/send?phone=573508019486,#ropamedellin
lociones.udem,394,"1,834",5-Jul-18,,,,Mejores preciosAroma garantizado CONTACTANOS brTienda Virtual de Lociones Triple A y  OriginalbrEnvíos a todo el país br LOCIONESUDEM ,m.facebook.com/Lociones2015,#ropamedellin
locionesmedellinoficial,176,"1,169",15-Jun-16,,,,Las mejores casas internacionales Entregas Gratis en Medellín envíos a todo ColombiabrLos mejores precios del mercado,m.facebook.com/aromasentupiel,#ropamedellin
qnota,"4,723","71,048",15-Jul-18,,,,Tienda Online Gafas Relojes y Perfumes de las mejores marcas del mundo 100 originales,qnota.com,#ropamedellin
jeishoe,241,"1,045",22-Jun-18,,,,Tienda especializada en Zapatos originales,No link,#ropamedellin
laperfumeria.galeria,7,11,11-Feb-16,,,,Venta de perfumes brMedellín  ColombiabrEnvíos a todo el Paísbr Descuentos ,No link,#ropamedellin
monte_carlos1,57,222,10-Feb-16,3196468202,,,Somos una Empresa   dedicada a la venta de perfumes 1000 originales garantizados  con amplio servicio a  Domicilio tlf 3196468202 total mente gratis,www.grupoempresarialmontecarlo.com,#ropamedellin
theperfumefactory1,39,330,18-Jul-14,,,,Venta de perfumes 100 Originales precios de distribuidor Pedidos theperfumefactory1gmailcom Envíos a todo el país,No link,#ropamedellin
the_closet_store_,802,458,12-Jul-18,3143285879,,,TIENDA VIRTUAL BUYCOMPRARbrPRENDAS PARA DAMASbrCABALLEROSbrPRENDAS  IMPORTADAS  INFO WHATS3143285879 ENVIOS A TODO COLOMBIA,No link,#ropamedellin
etniaboutique,"1,324","22,480",15-Jul-18,3007804020,3004477610,,30078040203004477610 brMedellín ColombiaOnline StorebrEstilo Etnico y Bohobra class hrefexploretagsweloveetniaboutiqueweloveetniaboutiqueabretniaboutique1gmailcombreshop Mercado Libre,eshops.mercadolibre.com.co/etniaboutique+oficial,#ropamedellin
mad_style99,22,296,11-Jul-18,3046572261,,,Tienda virtual de Medellim con esencia jovenbrVentas al por mayor y al detalbrEnvíos en todo Colombia brWapp de contacto 3046572261br a classnotranslate hrefmadstyle99madstyle99a,No link,#ropamedellin
dulcetentacionstudio,"2,008","52,496",15-Jul-18,3580805899,,3168431154,Cll 35  80  80brMedellín Colombiabr5899103br3168431154brLink directo a nuestro WhatsAppbr,api.whatsapp.com/send?phone=573168431154,#ropamedellin
importaciones.vip,"2,642","20,636",14-Jul-18,3053148343,,,CcMegaCentro local TC001brCchueco a class hrefexploretags22a pichincha local305br31483432423146368102br2317517  5741938brDISTRIBUIDOR AUTORIZADO a class hrefexploretagslipoblueLIPOBLUEa,www.facebook.com/Importaciones.VIP,#ropamedellin
muafc,"3,466","68,953",15-Jul-18,3004570768,3004589289,,Boutique de Ropa y Calzado Importadobr VENTAS AL POR MAYOR Y AL DETALbrRopa  57 3004570768  br Zapatos  57 3004589289,api.whatsapp.com/send?phone=573004570768&amp;text=BIENVENIDA-A-MUA%21%E2%99%A1Para+nosotros+es+un+placer+atenderte%E2%99%A1Por+favor+dinos+tu+pedido%E2%98%86,#ropamedellin
scarlet_accesories,"1,468","53,105",15-Jul-18,3052236088,,,INFO DIRECT o CELULAR br 3052236088brSHOWROOM Pobladosuperior Ventas al por mayor y detal brMedellin domicilios envios a cualquier parte del pais,www.scarletaccesories.com.co,#ropamedellin
storewckmen,945,"21,701",15-Jul-18,3023888313,,,TIENDA ONLINE ROPA ORIGINALbr  By a classnotranslate hrefkrinmbkrinmba brMedellin br COMPRA  ORIGINAL amp EXCLUSIVObr573023888313 br Horario 1100 am a 700pm Lunes a Sábado,api.whatsapp.com/send?phone=573023888313,#ropamedellin
area57_ropademarca,463,669,13-Jul-18,3155780717,,,Ropa de marca original ventas a credito sin cuota inicial whatsapp 3155780717 a class hrefexploretagsroparopaa a class hrefexploretagsmodamodaa a class hrefexploretagsmodahombremodahombrea a class hrefexploretagsropafemeninaropafemeninaa a class hrefexploretagsfasionfasiona a class hrefexploretagsmedellinmedellina a class hrefexploretagscolombiacolombiaa,www.area57.com.co,#ropamedellin
area57__medellin,"1,514","5,817",13-Jul-18,3155780717,,,Ropa de marca original ventas a credito sin cuota inicial whatsapp 3155780717 a class hrefexploretagsroparopaa a class hrefexploretagsmodamodaa a class hrefexploretagsmodahombremodahombrea a class hrefexploretagsropafemeninaropafemeninaa a class hrefexploretagsfasionfasiona a class hrefexploretagsmedellinmedellina a class hrefexploretagscolombiacolombiaa,www.area57.com.co,#ropamedellin
lipoblueoficial_antioquia,242,"1,595",14-Jul-18,3050013146,,,Distribuidores autorizados a class hrefexploretagslipoblueLIPOBLUEa brCcHueco pichincha local305 brcc mega centro local TC001brEnvíos a todo colombiabr31463681023148343242,No link,#ropamedellin
mayoristasolam,261,"1,453",14-Jul-18,3146318979,,,a class hrefexploretagsdistribuidoresdistribuidoresa  a classnotranslate hrefolamtiendaolamtiendaa   a classnotranslate hrefolamshoesolamshoesa  a class hrefexploretags31463189793146318979a bra class hrefexploretagsventasalmayorventasalmayorabra class hrefexploretagsventasaldetalventasaldetalabra class hrefexploretagssomosmayoristassomosmayoristasa a class hrefexploretagsmedellínmedellína a class hrefexploretagstiendatiendaabrCHAT EN LINEA ,api.whatsapp.com/send?phone=573146318979,#ropamedellin
boutique_bellrose_,117,82,13-Jul-18,,,3137966971,VENTAS X MAYOR Y DETALbrBOUTIQUE VIRTUAL DE JEANS FEMENINOSbrDOMICILIOS EN CALI 5 MIL PESOSbr INFORMACIÓN SOBRE PEDIDOSENVIOS Y DEMAS,wa.me/573137966971,#ropamedellin
majalostore,787,"12,514",14-Jul-18,3114303115,,,Información y pedidos br 3114303115brmajalostoregmailcom brEnvíos a todo ColombiabrPagos online a través de PayU brTOCA EL LINK PARA CONTACTARNOS,api.whatsapp.com/send?phone=573114303115,#ropamedellin
andrea.giraldo01,7,"1,167",12-Jul-18,,,,Snap agg12342,Andreagiraldogomez.sarahah.com,#ropamedellin
bigsizecali,288,747,13-Jul-18,,,,Tienda físicabrCalidad y buen servicio brRopa para dama y caballerobrSomos exclusivos para los mas GRANDES bra class hrefexploretagsbigsizeBigSizea a class hrefexploretagstallasgrandesTallasGrandesa,www.instagram.com/p/BiQM7MTAHK,#ropamedellin
envyme_store,"2,284","12,733",14-Jul-18,3013045843,,3043369995,Ubicados CC Moda Rosa local 301Medellinitagui 3045843849 Ventas al por mayor envíos a todo el país  4 3796117a class hrefexploretagsenvymestoreenvymestorea a class hrefexploretagsenvymeenvymea,api.whatsapp.com/send?phone=573043369995,#ropamedellin
ep_ropa,580,"18,393",15-Jul-18,3115811455,,,Hecho con  en  br Envío GRATIS a TODO EL PAÍS brCompra ahora  WhatsApp 3115811455 br Comparte tus compras a class hrefexploretagsepropaEPRopaa br Síguenos en Facebook ,www.facebook.com/EPRopa,#ropamedellin
evolutionagape,41,301,12-Jul-18,3147343757,,,By a classnotranslate hrefpamelamarin17pamelamarin17abrLa marca que evolucionó la moda brWhatsApp  57 314 7343757 Llamadas,No link,#ropamedellin
soloimporta2,187,"24,218",14-Jul-18,3176689355,,, Domicilio Gratuito en Medellinbr Envíos a todo el paísbr 3176689355brEscribenos ,api.whatsapp.com/send?phone=573176689355,#ropamedellin
r_with_rstore,12,510,13-Jul-18,3195177686,,,TIENDA VIRTUALbrDomicilios en toda el área metropolitana brInfo y pedidos por DMbr WhatsApp 3195177686brArtículos de calidad 100 segura,No link,#ropamedellin
mnkstoremed,16,73,12-Jul-18,,,3044358030,La moda en la puerta de tu casa  Domicilios en Medellín despachos a todo el país,wa.me/573044358030,#ropamedellin
area.57,"2,963","10,207",13-Jul-18,3155780708,,,SOLO ORIGINALESbrWhatsapp 57 315 5780708brMedellín STAntonio 45732222brSábaneta CC Mayorca 42779813brLa 33 Medellín 44797408brArea57stgmailcom,www.area57.com.co,#ropamedellin
theboutique_reyes,"1,752","14,111",12-Jul-18,3215704666,,,Envíos a todo brDomicilios Cali 5000 brTallas ÚNICAS NO CAMBIOSbrWpp  3215704666brFABRICANTES a classnotranslate hreftheclosetadtheclosetadabrPara más info click aquí ,api.whatsapp.com/send?phone=573215704666,#ropamedellin
shoppingcoquett,695,153,13-Jul-18,,,3137966971,Tienda virtual en Calibr Domicilios y envíosbr Atención lunes a sábado de 900am a 600pmbr Link directo WhatsApp ,wa.me/573137966971,#ropamedellin
picaros.tienda,911,"1,192",12-Jul-18,,,3017450067,a class hrefexploretagspormayorydetalPORMAYORYDETALabra class hrefexploretagspagoscontraentregamedellinpagoscontraentregamedellina  a class hrefexploretagsenviosnacionalesenviosnacionalesa br segurosbrNO LLAMADASbrNo devoluciones de dinerobrWhatsApp a un Click,api.whatsapp.com/send?phone=573017450067,#ropamedellin
tiffanyamericanboutiqueco,33,74,13-Jul-18,3275709298,,,Tus marcas favoritas a los mejores precios Importadas desde Estados Unidos  br100 original  br18327570929 y direct  brColombia brSnap ecg8,No link,#ropamedellin
mamut_ropa,527,323,12-Jul-18,3193619982,,, Diseños exclusivos y de buen gusto  br Ventas al por mayor y al detalbrEnvíos a todo el país brContacto  319 361 99 82 bra class hrefexploretagsropamedellinropamedellina a class hrefexploretagsmodamodaa,www.facebook.com/mamutlineaderopa,#ropamedellin
ranger_store_med,714,"1,663",14-Jul-18,3253122190,,,Ranger Store brRopa y accesorios exclusivos para hombrebrCc hueco a class hrefexploretags11a local 325 sector el hueco MedellinbrInfo312 219 00 48whatsapp,No link,#ropamedellin
angels_store_medellin_,"1,009","3,341",13-Jul-18,3117941096,,,ROPA IMPORTADA br Ventas por Mayor y DetalbrCC Moda Rosa Local 108br Envíos a todo el paísbr311 794 1096  304 375 8060  372 2054,angelstoremedellin.blogspot.com,#ropamedellin
tiendarosaobjetos,689,"1,501",14-Jul-18,3216391552,,,Decoración Regalos Ropa Accesorios ZapatosbrDecoración EventosbrEnvíos a todo el paísbr Pedidos Whatsapp 3216391552brclick para Whatsapp,api.whatsapp.com/send?phone=573216391552&amp;text=Hola+te+vi+en+Instagram+me+Interesa,#ropamedellin
area_61_store,72,"2,714",15-Jul-18,3054386346,,,Pulceras en oro laminado 18k brPedidos al DM o Wapp 3054386346 brpago contraentrega en  medellin brGarantizamos nuestros productos,No link,#ropamedellin
ropaexclusivamedecol,"4,592","26,799",15-Jul-18,3046028188,,,WHATSAPP 304 602 81 88brbr25 K br30 KbrEnvío hasta tu casa br Contraentrega Medellín brChat directo a nuestro whatsapp,api.whatsapp.com/send?phone=573046028188,#ropamedellin
luxurystoremed,12,300,13-Jul-18,3016080781,3013356070,,Perfumería tenis ropa y mucho más brDomicilios en Medellín y envíos nacionales brWpp 3016080781  3013356070 ,No link,#ropamedellin
camisetas_trendy_economicas,556,"8,158",11-Jul-18,3024359247,,,SOMOS FABRICANTESPRECIOS VENTAS AL X MAYOR Y AL DETAL envíos a todo el país 3024359247   CENTRO DE MEDELLIN AL LADO DE CC COMERCIA,No link,#ropamedellin
chloe_by_sofy,"1,981",420,13-Jul-18,3174315666,,3895282823,Sabanetacalle74 Sura class hrefexploretags45a45Aa 02brWhatsapp317 431 5666brHorario Lunes a Viernes 16pmbrSábado 124 brDomicilio a nivel nacional,m.facebook.com/CHLO%C3%89-528282340665949,#ropamedellin
mercadeomedellin,28,"1,676",14-Jul-18,3127114933,,,Productos importados amp nacionalesbrCalidad garantizadabrDomicílios en el Area MetropolitanabrEnvíos a todo el paísbrTe gustó algo Wpp 3127114933 ,api.whatsapp.com/send?phone=573127114933,#ropamedellin
tulipanboutique1,510,"2,219",15-Jul-18,3137128563,3666822,,Its all about fashion brInfo WhatsApp  57 3137128563 3666822br Envíos a todo el paisbrLink directo a WhatsApp ,api.whatsapp.com/send?phone=573137128563,#ropamedellin
caro25.store,46,64,11-Jul-18,3138731797,,,Tienda onlinebrRopa y articulos  Ofertas brEnvios NacionalesbrInformación 3138731797br wathsapp 507 65232693br Detal y por Mayor,No link,#ropamedellin
olamtienda,"4,018","5,627",14-Jul-18,3146318979,,,a class hrefexploretagszapatillasdeportivaszapatillasdeportivasa br3146318979bra classnotranslate hrefmayoristasolammayoristasolama a classnotranslate hrefolamshoesolamshoesabr CALI COLOMBIA brENVIOS A NIVEL NACIONAL brWHATSAP EN LINEA,api.whatsapp.com/send?phone=573146318979,#ropamedellin
cristore06,264,"1,178",11-Jul-18,3114269808,3113619851,,Pedidos 57 3114269808  3113619851 MedellinEnvíos a todo el país a class hrefexploretagsropamedellinropamedellina a class hrefexploretagsropadeportivaropadeportivaa a class hrefexploretagscristore06cristore06a,m.facebook.com/Cristore-Ropa-1791070907862766,#ropamedellin
couturesexiness_boutique,689,"4,838",15-Jul-18,,,,Official IG for Couturesexiness Boutique WEAR USTAG US brArizona BasedCouturesexinessgmailcom ABSOLUTELY NO FREEBIES a class hrefexploretagscouturesexinesscouturesexinessa,www.Couturesexiness.com,#ropamedellin
edgyboutique_4u,114,790,10-Jul-18,,,,Moda buyer whatsapp 8618689449236,www.modasupplier.com,#ropamedellin
dimple_hsu_,233,922,10-Jul-18,,,,Fashion buyer from moda,www.modasupplier.com,#ropamedellin
baby_fox_style,223,865,10-Jul-18,,,,wholesale site for resellers and store owners Cooperating with 2000 factories in China Cheapest price and findforyou service,www.modasupplier.com,#ropamedellin
modastyle_xoxo,241,381,10-Jul-18,,,,Buy Smart Spend Less Make More,www.modasupplier.com,#ropamedellin
chicquer,60,426,10-Jul-18,,,,fashion buyer from modasupplier,www.modasupplier.com,#ropamedellin
modasupplier_official,"1,685","8,501",10-Jul-18,,,,fashion clothing online store with wholesale priceWelcome fashion store owners and online sellers to purchase,www.modasupplier.com,#ropamedellin
alleytotheoop,53,451,10-Jul-18,3197040466,,,Behind the greatest achievements in history there is passionbrWe have a bunch of that  An amazing fucking attitude Wsp 573197040466 o direct,No link,#ropamedellin
titanprendasintimas,68,892,10-Jul-18,3002039424,,,Marca De Ropa Interior MasculinabrCamisetas Tipo Polo brENVÍOS Toda Colombia   br    TIENDA VIRTUAL brWhatsApp  3002039424,No link,#ropamedellin
storewckwomen,"1,169","16,192",13-Jul-18,3023888313,,,TIENDA ONLINE ROPA ORIGINALbr By a classnotranslate hrefkrinmbkrinmba brMedellin br COMPRA  ORIGINAL amp EXCLUSIVObr573023888313 br Horario 1100 am a 700pm Lunes a Sábado,api.whatsapp.com/send?phone=573023888313,#ropamedellin
outlet_ranger_store_med,48,101,10-Jul-18,,,,No biography,No link,#ropamedellin
chiquitasconestilo,73,172,14-Jul-18,3003487985,,,El Hueco a class hrefexploretags11a local 187A brVenta al por mayor y detal brDomicilios en toda Colombiabr Whatsapp 3003487985,No link,#ropamedellin
thecloset.ad,"2,448","37,229",15-Jul-18,3215704666,,,Envíos a todo brDomicilios Cali 5000 brTallas ÚNICAS NO CAMBIOSbr Wpp  3215704666 a classnotranslate hrefangereyes96angereyes96a brMAYORISTAS FABRICANTES br info click aquí ,api.whatsapp.com/send?phone=573215704666,#ropamedellin
madreselva_tratamiento_capilar,155,"1,854",15-Jul-18,3053525999,,,Envíos a todo el país Sede ppal LaurelesbrSin químicos  resultados efectivosbrphone573053525999bra classnotranslate hrefmadreselvatratamientocapilarmadreselvatratamientocapilara,api.whatsapp.com/send?phone=573053525999,#ropamedellin
flandecoco_boutique,110,150,15-Jul-18,3212660411,,,DOMICILIOS EN MEDELLÍN  br3212660411brPlan separe ,No link,#ropamedellin
gotica406,501,613,13-Jul-18,3206201113,,,Excelente cálidad Ventas al por mayor y detaltienda física  envíos de CaliValle para toda colombialink WhatsApp 573206201113,api.whatsapp.com/send?phone=573206201113,#ropamedellin
realwomenstore,77,261,9-Jul-18,3155863062,,,Tienda Virtual  brInspira Empodera y Cree en Mujeres Reales como Mujeres Extraordinarias brWhatsApp 3155863062 mensaje interno brby a classnotranslate hrefSaraconway7Saraconway7a,No link,#ropamedellin
hplacard,122,"1,303",9-Jul-18,,,3016518945,Ropa deportiva  y otras cositas háblanos por whats app selecciona el enlace,api.whatsapp.com/send?phone=573016518945,#ropamedellin
virtual_shop_e,281,377,16-Jul-18,3007133182,,,CaliColombiabrCompra desde cualquier lugar excelente productos brEnvíos GRATIS a todo el paísbrWhatsapp 3007133182brAgrega el whatsapp,api.whatsapp.com/send?phone=573007133182,#ropamedellin
azul_cafu,102,"1,774",8-Jul-18,3016717276,3108255259,,Tienda virtualbrNo diseñamos ropa diseñamos sueñosbrContactos  3016717276 3108255259brTrabajamos bajo pedidosbrUbiMedellín,No link,#ropamedellin
dulceinviernoindiana,214,337,15-Jul-18,3860997,,,Almcen multimarca de ropa de mujerbrdulceinviernoindianaoutlookcombr574 3860997brMedellín     Colombia,www.facebook.com/dulceinviernomedellin,#ropamedellin
camisetasybusosmed,246,"1,250",8-Jul-18,3004007632,,, Buzos camisetas y gorrasbr Prendas personalizadasbr Envíos a todo el paísbr Medellín Colombiabr Pedidos por WhatsApp 3004007632 ,api.whatsapp.com/send?phone=573004007632,#ropamedellin
thepurple.busos_y_chaquetas,15,85,12-Jul-18,301667930,,,Te ofrece calidad variedad y una amplia gama de estilosbrVenta al por mayor y al detbrBusos chaquetas Blue jeans y más br Whatsapp 57 301667930,No link,#ropamedellin
dsegunda_medellin,9,830,8-Jul-18,,,,Ropa de segunda brPrecios negociables brEntregas en cualquier estación del metro brMedellínColombia a class hrefexploretagsropaRopaa a class hrefexploretagsropadesegundamanoropadesegundamanoa,No link,#ropamedellin
olam_shoes,"1,212","1,617",14-Jul-18,3122249443,,,a class hrefexploretagscalzadocalzadoa a class hrefexploretagscucutacucutaabra class hrefexploretagsventasalmayorventasalmayorabra class hrefexploretagsventasaldetalventasaldetalabrINF3122249443 bra classnotranslate hrefolamtiendaolamtiendaa a classnotranslate hrefmayoristasolammayoristasolamabra class hrefexploretagsdiosesbuenodiosesbuenoabrSIGUE ESTE ENLACE PARA COMPRAS,api.whatsapp.com/send?phone=573122249443,#ropamedellin
gorditasygorditos_sexys,147,681,14-Jul-18,,,,Somos una tienda de ropa de tallas grandes con mucho estilo,www.gorditasygorditossexys.com,#ropamedellin
licras_medellin,22,739,7-Jul-18,3126443562,,,Hermosos diseños brCalidad garantizada brDomicilios en Medellín brEnvíos a todo Colombia brInfo direct brWpp 3126443562 brNo llamadas ,No link,#ropamedellin
ventascheap_,"5,652","2,199",15-Jul-18,,,3137966971,PRENDAS DE MODA A PRECIOS DE LOCURAbrDOMICILIO CALI 5 MILbrENVIO  NACIONAL brNO DEVOLUCIONESCAMBIOSbrLINK DIRECTO DE WHATSAPP,wa.me/573137966971,#ropamedellin
toxilevel,240,273,13-Jul-18,3008517509,,, Ropa Deportiva br Medellín  Colombia br Envios a todo COLOMBIA br Pedidos INBOX brWhatsApp 3008517509brA Domicilio,No link,#ropamedellin
canove.co,118,"2,842",10-Jul-18,,,3188647426,Siente un estilo diferenteSiéntete CANOVEbrTienda brcanovecooutlookcombrComunícate a nuestro Whatsapp haciendo click ,api.whatsapp.com/send?phone=573188647426,#ropamedellin
rojasstorecol,169,509,12-Jul-18,3204971910,,,a class hrefexploretagsemprendimientoEmprendimientoabr Tienda virtualbr 3204971910br a class hrefexploretagsbogotáBogotáabr Envíos a toda a class hrefexploretagscolombiaColombiaabrBy a classnotranslate hrefcarorojasrinconcarorojasrincona,No link,#ropamedellin
_yohanita24,113,"1,261",15-Jul-18,,,3053525999, Envios  seguros a todo el país Ppal Laureles y Centro Distribuidores todo el paísbrSin químicosbr Resultados efectivos,api.whatsapp.com/send?phone=573053525999,#ropamedellin
madreselvatratamientocapilar,117,"1,401",15-Jul-18,,,3053525999, Envios  seguros a todo el paísbr Sin químicosbr Resultados efectivos bra class hrefexploretagsmadreselvatratamientocapilarMadreselvatratamientocapilarabra classnotranslate hrefmadreselvatratamientocapilarmadreselvatratamientocapilara,api.whatsapp.com/send?phone=573053525999,#ropamedellin
ropaviejacol,7,45,15-Jul-18,3187034821,,,Encuentra ropa y accesorios de las mejores marcas nacionales a un excelente precio brWhatsapp  318 703 4821brEnvíos a todo el país,No link,#ropamedellin
tiendamodayencanto,172,451,13-Jul-18,,,,No biography,No link,#ropamedellin
bomboshell_bolsos,"1,169","8,445",15-Jul-18,3057107452,,,ENVIOS A TODO COLOMBIA  brCompras 100  garantizadas brInnovando e inspirando estilos brWA 3057107452brAl por mayor y por unidad  pide información ,No link,#ropamedellin
lycmodas,22,77,5-Jul-18,3057503184,,,TIENDA VIRTUAL brMedellinColombia  Domicilios Medellin y Area Metropolitana Whatsapp 3057503184br Responsables a classnotranslate hrefmelisagiraldo21melisagiraldo21a,No link,#ropamedellin
tienda_samu_sport,"1,954","4,938",12-Jul-18,,,, Bienvenido Tienda virtualbrVentas Al por mayor y detal brEnvíos nacionales bra class hrefexploretagscomprasegurocompraseguroa    brCuenta aliadaa classnotranslate hreftiendablackshoptiendablackshopa,No link,#ropamedellin
pijamasmde,152,"3,921",15-Jul-18,,,3007644625,Venta de pijamas brAl x mayor y al detal brDomicilios en Medellín brEnvíos a todo Colombia WhatsApp directo a class hrefexploretagspijamasmedellinpijamasmedellina,api.whatsapp.com/send?phone=573007644625,#ropamedellin
